,genotype,BLUE,sep_BLUE,w,Location,Year,H.cullis,trait,Entry,Nominator,BP,HT,Grain_type,Gen_type
372,RU1902026,9210.68922643876,539.374327370159,229559.705757885,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
373,RU1902026,11236.4072565735,256.288518092346,135865.911777182,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
374,RU1902026,7887.61204304391,407.544448788026,175981.262028172,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
375,RU1902026,8295.84591345983,316.944580831476,166940.947325095,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
376,RU1902026,9310.56839990311,324.278507437066,128310.038639635,St. Joseph,2021,0.918605383320413,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
377,RU1902026,9661.95059644426,272.798405100387,229170.69540039,UA Northeast Res and Ext Center,2021,0.963828719016503,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
378,RU1902026,7964.46510059216,434.530861788095,276088.099364674,Rice Research Station South,2021,0.843857778152297,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
379,RU1902026,8120.48010649126,211.994037555166,86270.7500248339,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
380,RU1902026,8391.05690937173,291.584551906869,175166.540365304,Iowa,2021,0.922042593895625,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
381,RU1902026,9775.19177497549,498.839033428987,283293.702173864,UA Rice Res and Ext Center,2021,0.964106224761339,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
382,RU1902026,10488.2300892394,281.827435493875,90405.7949658126,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
383,RU1902026,9690.8466944443,421.322846937789,153860.130638788,Rice Research Station,2021,0.844974135891633,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
384,RU1902026,7819.1070123482,212.989258818339,58314.2225838158,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,17,Horizon,LSU,CL,Long,Line
385,RU2004071,7441.69782858667,223.356400234144,62564.8138552875,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
386,RU2004071,8300.49262984244,386.28157558814,163773.164878281,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
387,RU2004071,9289.32133400865,282.883061907048,111371.116654726,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
388,RU2004071,6348.9898060902,282.161195590248,126298.929479825,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
389,RU2004071,7832.38203289265,389.836687293992,95996.0120181223,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
390,RU2004071,9111.01617783311,429.644659133308,145377.02145672,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
391,RU2004071,5982.93922826022,298.4994244774,132178.447738011,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
392,RU2004071,10306.9473070638,259.209939463648,136541.566111022,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
393,RU2004071,10054.2749046758,397.133236407221,142385.726262133,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
394,RU2004071,6796.61441865246,584.568139547503,259727.801121664,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
395,RU2004071,9291.43764050293,300.726532862504,98416.2853334568,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
396,RU2004071,7540.06515321375,233.852500415392,64726.7001480176,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
397,RU2004071,5965.8665915171,579.538334090218,271762.257128382,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
398,RU2004071,10223.6880862927,257.888925595884,86911.8865778661,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
399,RU2004071,7281.01006996863,454.763081677907,126759.976067901,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
400,RU2004071,6009.94650044585,314.4214487297,165687.815279372,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
401,RU2004071,8948.67884645805,217.041788370949,87024.4671939248,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
402,RU2004071,8960.61456107393,297.819341563519,138057.480635265,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,20,Horizon,MS,CL,Long,Line
403,RU2101177,9799.05655251529,379.535721785369,158980.103678366,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
404,RU2101177,8636.79767952511,223.46894738132,62666.834678146,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
405,RU2101177,9036.86622465603,391.19799675704,96519.45024509,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
406,RU2101177,6736.91046640307,482.302848761937,221662.790799221,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
407,RU2101177,9884.67512513673,460.654956362052,134432.233545901,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
408,RU2101177,9570.86605252115,435.013855102408,146339.158630993,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
409,RU2101177,9356.72957772959,206.117944133268,83721.0535072497,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
410,RU2101177,9050.25201951113,225.646620681385,59642.6209686723,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
411,RU2101177,8037.16518075009,251.677094922033,110908.146221006,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
412,RU2101177,8298.43772927393,358.265927086779,162752.895629031,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
413,RU2101177,10607.3542478615,274.028298919631,108144.546565238,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
414,RU2101177,9489.47509871766,284.886068315272,91039.6191695263,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
415,RU2101177,7271.4013945169,316.671334985845,167071.290409326,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
416,RU2101177,12584.2106507301,315.220046125663,165670.909634693,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
417,RU2101177,11139.3217039646,403.218747403409,146222.214249872,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
418,RU2101177,9668.04688614465,540.574762679591,229836.570697983,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,8,AR,AR,CL,Long,Line
419,RU2101234,9349.50955346037,401.285946457377,97222.013419598,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
420,RU2101234,9960.69044893597,275.95728412965,109784.483331104,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
421,RU2101234,9365.69768929389,543.810014793629,194683.271197274,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
422,RU2101234,7451.7558747695,293.897765906885,133672.281620554,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
423,RU2101234,9280.60916835172,550.931183826546,229552.451259273,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
424,RU2101234,8933.42316978474,217.126530890354,60114.8675614853,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
425,RU2101234,8031.73318619586,289.242884635928,127790.561484128,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
426,RU2101234,9403.18408808135,226.958297554612,59704.1409392817,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
427,RU2101234,7507.46992387742,321.019859898184,168995.710308661,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
428,RU2101234,11009.1373263376,278.430681600708,94313.672838818,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
429,RU2101234,8709.62426797953,213.224045122486,86721.0444635625,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
430,RU2101234,7165.19333685248,420.716471293791,186821.615544046,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
431,RU2101234,11259.0782062407,387.799199612188,138466.453187999,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
432,RU2101234,9919.59993774939,479.789276608547,135508.896367789,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
433,RU2101234,8080.07535934512,384.349084725185,163244.231325722,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
434,RU2101234,11226.2044713376,258.916887602779,142570.043839138,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,9,AR,AR,CL,Medium,Line
435,RU2102037,9817.10047210579,259.949329699423,88086.2394339066,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
436,RU2102037,7764.19888679276,458.310283638452,160788.94581786,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
437,RU2102037,8698.77988766627,443.108973357413,136133.366613163,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
438,RU2102037,8375.2854183915,217.63137755556,60276.3007517301,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
439,RU2102037,8674.87712091117,221.63635487213,59087.6341931715,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
440,RU2102037,8272.66389647984,529.66504365078,228380.540557705,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
441,RU2102037,8871.97963619713,277.511932869564,89521.5810763978,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
442,RU2102037,7699.71331684115,303.226375814077,135772.771572852,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
443,RU2102037,7712.07049879423,409.630597567535,175685.388173718,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
444,RU2102037,10623.9949562033,260.021261584314,137096.410643111,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
445,RU2102037,10599.5666315275,392.307730252602,139654.180528958,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
446,RU2102037,7951.1481191639,216.107379770815,85724.4246533391,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
447,RU2102037,9673.84003399324,272.826006096889,108987.855327526,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
448,RU2102037,7243.13826749378,252.80999648561,111277.183824477,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
449,RU2102037,6604.8015305981,388.477550395294,163920.756446382,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
450,RU2102037,9178.47906807382,391.982108945177,95592.356276991,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
451,RU2102037,7688.9885002074,316.156149152373,166220.462419507,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
452,RU2102037,9167.93569262859,299.340624687905,136293.997253777,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,3,LSU,LSU,CONV,Long,Line
453,RU2102150,7972.89282291705,213.851110601122,86238.0135097262,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
454,RU2102150,9092.13486966493,460.534976409323,135499.397459868,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
455,RU2102150,10412.8188425127,400.571200727151,145282.657185618,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
456,RU2102150,9150.80011780485,425.08027470324,142299.334220693,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
457,RU2102150,7751.65238160376,249.383209216948,109562.346326737,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
458,RU2102150,7252.60571832113,294.046548985967,128606.400904356,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
459,RU2102150,10441.3437510749,271.565167749164,112684.278271606,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
460,RU2102150,8072.69627812886,535.392024557094,227726.616670692,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
461,RU2102150,7299.83218504153,318.407050470761,167153.935335688,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
462,RU2102150,7264.87197063232,396.825731555474,168647.532863492,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
463,RU2102150,7337.36717175179,412.748323901812,181264.929605995,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
464,RU2102150,10445.8348596982,256.827905932887,86854.510545683,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
465,RU2102150,10421.7794802863,302.516327965452,137568.143917193,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
466,RU2102150,8695.87197986084,228.175040034637,62239.0121091736,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
467,RU2102150,8917.32678688824,376.422214994233,96373.5515862124,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
468,RU2102150,10413.4554305926,256.510690831859,138710.444584535,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
469,RU2102150,9064.14871978598,282.631919327585,90152.8312591057,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
470,RU2102150,7983.49634747359,219.270668822514,60912.6343185063,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,18,Horizon,LSU,CL,Long,Line
471,RU2102186,7908.31307186344,522.280897962543,231441.184880492,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
472,RU2102186,8785.37513128266,453.874462809571,135528.461489024,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
473,RU2102186,7212.46203785254,250.893757966239,110391.178000171,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
474,RU2102186,7027.91329641461,391.781142784723,169653.381289142,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
475,RU2102186,8329.86145675991,394.808250023399,96785.3934174345,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
476,RU2102186,8477.27464939726,231.912285893116,61431.4953158108,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
477,RU2102186,7568.31988721787,487.951975074317,220241.210408974,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
478,RU2102186,10197.2589333076,401.854662843797,145172.189825358,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
479,RU2102186,10016.1871685408,269.211202062292,100559.086702515,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
480,RU2102186,8157.56663889192,329.777393071826,174631.541755347,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
481,RU2102186,10047.7628006498,274.025960856054,108038.917104237,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
482,RU2102186,9401.23367955924,288.854454918142,95745.2277510199,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
483,RU2102186,7836.58642083748,220.479754477507,61350.2459511398,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
484,RU2102186,8063.47423892253,424.30335120577,145080.583973947,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
485,RU2102186,7516.13058724728,292.468112805506,134059.363581798,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
486,RU2102186,10744.0545946594,248.129854128761,135636.59830674,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
487,RU2102186,7274.18987390712,213.040388419699,87102.8289916832,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
488,RU2102186,9726.05876963773,303.52255907732,138267.009020639,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,2,LSU,LSU,PV,Long,Line
489,RU2102217,7648.22305412668,390.93886885567,166298.848844984,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
490,RU2102217,8279.05901017184,249.670991350632,109739.452397834,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
491,RU2102217,9526.66547493275,533.887298765358,226445.966829134,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
492,RU2102217,9229.09890833547,440.141938434743,147219.363391369,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
493,RU2102217,9136.86141020183,215.512261697248,59574.3706573004,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
494,RU2102217,9789.2310195303,385.907631105426,96828.7457304614,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
495,RU2102217,8864.40453588487,207.487543413926,84164.7179663202,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
496,RU2102217,11310.9733461155,389.644804883085,137992.125960276,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
497,RU2102217,9575.93257144793,295.929109326931,137502.474502317,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
498,RU2102217,10000.9239238198,250.953580756994,87240.6634074388,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
499,RU2102217,8005.70682123649,291.07718551385,130132.590721473,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
500,RU2102217,10989.0001717319,273.878245690602,107452.02260825,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
501,RU2102217,11041.5303851657,255.598262669236,139215.790624022,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
502,RU2102217,9141.60507810833,325.082247726356,172474.347924384,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
503,RU2102217,8897.46741103772,227.804837142353,60118.6591600582,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
504,RU2102217,9851.02573278342,463.574269322803,128483.866249182,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
505,RU2102217,10437.7419511272,291.104233656428,96212.8445158852,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
506,RU2102217,6844.83950077928,492.442783275511,223753.12755161,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,5,LSU,LSU,CL,Long,Line
507,RU2102222,7507.68388106382,255.095613467297,112466.828784829,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
508,RU2102222,8206.20050508465,432.05769267509,150582.980951865,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
509,RU2102222,7723.57096965462,293.169481801279,130398.491352319,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
510,RU2102222,8807.96781625257,564.730956108223,250330.653138374,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
511,RU2102222,9248.44946915738,436.693683380029,126952.485295735,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
512,RU2102222,10337.9264096818,227.600304135126,60919.5327220402,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
513,RU2102222,8711.95841745155,222.0890783863,62100.2572915727,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
514,RU2102222,10272.291044617,276.452874110866,92215.5710986478,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
515,RU2102222,8361.99751949614,377.372571273965,95927.5005422411,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
516,RU2102222,7809.36331574722,318.619609625985,168144.640359669,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
517,RU2102222,10519.4037891066,252.55727118409,86822.1520201639,Nutrien Rice Breeding Station,2022,0.908410421581201,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
518,RU2102222,8052.79579705644,392.928274604936,169387.181666391,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
519,RU2102222,10976.3838973838,295.985970800963,134229.721278633,Bay City,2022,0.936513530130424,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
520,RU2102222,11340.2535530042,392.292857694769,141263.010694662,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
521,RU2102222,7246.07233819811,476.72525204999,216065.130752604,Desha County,2022,0.822821514472978,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
522,RU2102222,10242.5577290662,247.884772619681,136799.353157227,Mamou,2022,0.966522782612498,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
523,RU2102222,9931.31480805625,275.217594678293,108085.81517629,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
524,RU2102222,9205.02183814501,209.415080141926,83755.3199873312,Palmetto,2022,0.958092893267402,Yield.LSU_01.0000138,4,LSU,LSU,CL,Long,Line
525,RU2201021,9969.56776195252,282.041264349296,93539.8356377007,Rice Research Station - Late,2022,0.884763580620937,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
526,RU2201021,8859.47203299828,462.396712562054,126413.225618135,UA Rice Res and Ext Center,2022,0.923103163265123,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
527,RU2201021,6568.79959299619,394.33689158568,170764.14673319,St. Joseph,2022,0.937421136112444,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
528,RU2201021,9159.43403174147,386.788354971136,96177.9629476535,Pine Tree Research Station,2022,0.945153369198133,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
529,RU2201021,7789.4163401109,249.116908400056,109600.872384708,Lawrence County,2022,0.949964588523811,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
530,RU2201021,10839.063732237,395.734962758306,142392.451220479,Rice Research Station South,2022,0.80730134913134,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
531,RU2201021,7145.69445250136,214.656741082697,59192.8248817622,UA Northeast Rice Res & Ext Ctr,2022,0.943728548983391,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
532,RU2201021,8496.1594135808,540.326424224682,229468.796187021,UA Northeast Res and Ext Center,2022,0.850884013781188,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
533,RU2201021,8776.58176223231,327.455129318593,172354.359944095,Lake Arthur,2022,0.951796004215466,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
534,RU2201021,8795.98447545321,227.369449182585,61357.851561507,Wintermann Rice Research Station,2022,0.925426915062098,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
535,RU2201021,5268.89633135793,285.36367037507,126072.237775584,Winnsboro,2022,0.941433619615415,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
536,RU2201021,8458.05683920851,530.458525957838,189597.248652426,Mowata,2022,0.715104020014099,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
537,RU2201021,9664.28800934643,272.424329517421,108639.59927459,Rice Research Station,2022,0.938590376125822,Yield.LSU_01.0000138,19,Horizon,AR,PV,Long,Line
